"Hospital","patient_count","unique_doctor_count","medical_condition_count","total_billing_amount","average_billing_amount","average_patient_age","average_length_of_stay","first_admission_date","last_admission_date"
"Ochoa Levy, Page and",1,1,1,11456.70,11456.65,50.0,19,2019-10-26,2019-10-26
Ochoa LLC,1,1,1,39637.60,39637.61,39.0,9,2022-01-01,2022-01-01
"Ochoa, King and Martinez",1,1,1,32652.70,32652.69,79.0,23,2021-10-31,2021-10-31
"Ochoa, Tran Smith and",1,1,1,20891.80,20891.82,62.0,28,2024-04-18,2024-04-18
Oconnell-Curry,1,1,1,11017.90,11017.90,33.0,1,2021-02-13,2021-02-13
Oconnell-Lamb,1,1,1,27714.50,27714.48,30.0,25,2023-02-20,2023-02-20
Oconnell-Wheeler,1,1,1,24696.90,24696.91,59.0,20,2022-05-09,2022-05-09
Oconnell Group,1,1,1,39514.70,39514.73,68.0,13,2021-05-03,2021-05-03
Oconnell LLC,1,1,1,27458.40,27458.38,28.0,29,2023-08-14,2023-08-14
Oconnell Ltd,1,1,1,11696.60,11696.58,58.0,17,2021-08-06,2021-08-06
"Oconnell Watkins, Stanley and",1,1,1,7031.57,7031.57,21.0,21,2020-10-04,2020-10-04
"Oconnell, and King Farmer",1,1,1,11826.30,11826.34,29.0,22,2022-09-17,2022-09-17
Oconnor-Fuentes,1,1,1,8186.27,8186.27,30.0,8,2022-07-20,2022-07-20
Oconnor-Ingram,1,1,1,34465.00,34464.96,18.0,7,2022-09-08,2022-09-08
Oconnor-King,1,1,1,36726.00,36726.01,65.0,10,2019-08-31,2019-08-31
Oconnor-Lopez,1,1,1,15544.20,15544.15,18.0,24,2019-11-05,2019-11-05
Oconnor-Rogers,1,1,1,39244.80,39244.81,72.0,11,2022-06-01,2022-06-01
Oconnor-Rose,1,1,1,30935.00,30935.04,49.0,27,2022-11-30,2022-11-30
Oconnor-Ross,1,1,1,107.33,107.33,73.0,23,2022-12-18,2022-12-18
Oconnor-Torres,1,1,1,12136.10,12136.13,42.0,15,2019-06-13,2019-06-13
Oconnor-Ware,1,1,1,24867.80,24867.78,50.0,20,2024-03-13,2024-03-13
"Oconnor and Griffith, Patterson",1,1,1,12491.90,12491.93,68.0,9,2020-09-09,2020-09-09
"Oconnor and Moore, Snyder",2,1,1,57149.60,28574.79,70.5,5,2023-05-07,2023-05-07
"Oconnor and Schmidt, Russell",1,1,1,37151.50,37151.48,38.0,20,2023-08-05,2023-08-05
Oconnor and Sons,1,1,1,43131.20,43131.25,42.0,29,2019-06-13,2019-06-13
Oconnor Group,2,2,1,48767.90,24383.94,66.5,15,2019-09-01,2021-10-26
"Oconnor Lambert and Hobbs,",1,1,1,12586.90,12586.94,69.0,23,2021-09-25,2021-09-25
"Oconnor Swanson and Scott,",1,1,1,14664.20,14664.16,22.0,7,2023-11-20,2023-11-20
"Oconnor, and Buckley Richards",1,1,1,2311.54,2311.54,33.0,28,2022-12-13,2022-12-13
"Oconnor, and Novak James",1,1,1,7214.31,7214.31,32.0,19,2020-06-04,2020-06-04
Odom-Edwards,1,1,1,40952.90,40952.87,83.0,12,2021-08-14,2021-08-14
Odom-Garcia,1,1,1,35022.20,35022.20,40.0,9,2022-08-17,2022-08-17
Odom-Howard,1,1,1,13763.90,13763.87,71.0,13,2022-03-07,2022-03-07
Odom-Keller,1,1,1,14219.50,14219.53,44.0,23,2022-05-19,2022-05-19
Odom-Oneal,2,1,1,97550.10,48775.05,30.0,20,2019-07-13,2019-07-13
Odom-Porter,1,1,1,12536.40,12536.39,33.0,26,2022-07-24,2022-07-24
Odom-Smith,1,1,1,12436.40,12436.36,67.0,2,2020-01-30,2020-01-30
Odom-Torres,1,1,1,7511.05,7511.05,35.0,24,2021-01-10,2021-01-10
Odom-Vance,1,1,1,32809.80,32809.78,19.0,29,2020-08-16,2020-08-16
"Odom Adams Chandler, and",1,1,1,4918.77,4918.77,30.0,18,2021-04-27,2021-04-27
"Odom Bender Cole, and",1,1,1,8819.09,8819.09,31.0,10,2022-04-12,2022-04-12
Odom Group,1,1,1,38794.70,38794.69,80.0,6,2021-11-11,2021-11-11
Odom PLC,2,1,1,46909.90,23454.93,32.0,6,2019-12-28,2019-12-28
"Odom Smith, and Carson",2,1,1,34150.90,17075.47,62.0,26,2023-12-20,2023-12-20
"Odom, Griffith and Scott",1,1,1,31931.10,31931.13,74.0,4,2024-02-26,2024-02-26
Odonnell-Buck,1,1,1,18748.00,18747.97,32.0,29,2019-11-15,2019-11-15
Odonnell-Dickson,1,1,1,42636.40,42636.36,62.0,12,2022-06-12,2022-06-12
Odonnell-Frazier,1,1,1,26154.80,26154.78,69.0,7,2022-05-18,2022-05-18
Odonnell-George,1,1,1,21641.10,21641.10,21.0,13,2021-03-27,2021-03-27
Odonnell-Lambert,1,1,1,31333.70,31333.66,53.0,27,2020-06-02,2020-06-02
Odonnell-Martin,1,1,1,1371.18,1371.18,47.0,19,2023-07-10,2023-07-10
Odonnell-Meadows,1,1,1,18625.20,18625.16,27.0,5,2023-01-06,2023-01-06
Odonnell-Simon,2,1,1,58577.00,29288.52,40.5,18,2020-02-21,2020-02-21
Odonnell-Watts,1,1,1,22109.00,22108.97,61.0,7,2022-12-03,2022-12-03
"Odonnell Dominguez Weiss, and",1,1,1,22445.20,22445.18,45.0,11,2023-11-02,2023-11-02
Odonnell Group,1,1,1,10833.10,10833.12,63.0,18,2023-01-16,2023-01-16
Odonnell Ltd,1,1,1,18069.30,18069.28,52.0,2,2023-10-14,2023-10-14
"Odonnell Smith Moreno, and",1,1,1,4584.94,4584.94,44.0,17,2022-06-10,2022-06-10
"Odonnell, Kelly Mejia and",1,1,1,45977.40,45977.38,28.0,4,2020-05-16,2020-05-16
Oliver-Blanchard,1,1,1,34712.50,34712.48,39.0,8,2020-09-29,2020-09-29
Oliver-Camacho,1,1,1,39414.00,39414.03,35.0,23,2022-11-27,2022-11-27
Oliver-Cooke,1,1,1,12970.10,12970.10,82.0,11,2019-11-29,2019-11-29
Oliver-Cox,1,1,1,45166.70,45166.68,27.0,17,2022-03-06,2022-03-06
Oliver-Griffin,1,1,1,32106.10,32106.12,52.0,14,2019-07-26,2019-07-26
Oliver-Martinez,1,1,1,40896.50,40896.48,38.0,18,2020-07-02,2020-07-02
Oliver-Obrien,1,1,1,39810.70,39810.71,68.0,13,2021-09-05,2021-09-05
Oliver-Sloan,1,1,1,10589.60,10589.63,27.0,6,2022-12-18,2022-12-18
Oliver-Smith,1,1,1,30611.20,30611.19,80.0,15,2020-08-18,2020-08-18
Oliver-Taylor,1,1,1,30826.20,30826.19,43.0,23,2019-11-11,2019-11-11
Oliver-Watts,1,1,1,45836.80,45836.75,55.0,16,2021-04-26,2021-04-26
Oliver-White,1,1,1,37877.90,37877.87,44.0,21,2022-07-29,2022-07-29
Oliver-Wiggins,1,1,1,45417.30,45417.31,84.0,7,2023-03-14,2023-03-14
Oliver-Williams,1,1,1,45603.40,45603.35,75.0,25,2023-08-03,2023-08-03
"Oliver and Johnson, Osborne",1,1,1,11712.80,11712.83,41.0,4,2023-11-04,2023-11-04
"Oliver Bates, Johnson and",1,1,1,18268.60,18268.58,83.0,11,2020-08-04,2020-08-04
"Oliver Calhoun, Wood and",1,1,1,27457.30,27457.31,63.0,2,2020-05-21,2020-05-21
"Oliver Cook, Clarke and",1,1,1,48812.60,48812.61,23.0,20,2019-10-30,2019-10-30
"Oliver Duffy Lee, and",1,1,1,34479.60,34479.56,85.0,3,2020-01-23,2020-01-23
"Oliver Griffin Johnson, and",1,1,1,19698.00,19698.00,81.0,21,2020-02-24,2020-02-24
Oliver Group,1,1,1,41701.60,41701.65,84.0,7,2022-09-01,2022-09-01
"Oliver Lewis, and Walker",1,1,1,48174.90,48174.85,62.0,24,2023-07-25,2023-07-25
Oliver LLC,3,2,2,18834.70,6278.24,46.3,22,2021-08-04,2024-02-09
Oliver Ltd,2,2,2,92150.00,46074.99,39.5,9,2019-06-29,2021-04-22
"Oliver Mcdonald, and Johnson",1,1,1,28743.00,28743.00,32.0,7,2019-12-23,2019-12-23
"Oliver Richardson and Davis,",1,1,1,27752.80,27752.82,54.0,15,2023-02-28,2023-02-28
"Oliver Shaffer, and Galloway",1,1,1,7184.28,7184.28,18.0,4,2022-11-12,2022-11-12
"Oliver Singh, and Ortiz",2,1,1,4602.52,2301.26,34.5,5,2024-01-12,2024-01-12
"Oliver Singleton Thompson, and",1,1,1,14899.20,14899.21,84.0,5,2019-09-05,2019-09-05
"Oliver, and Bradshaw Hall",1,1,1,34117.50,34117.47,27.0,22,2021-04-12,2021-04-12
"Oliver, Watson Golden and",1,1,1,30144.20,30144.17,27.0,15,2023-01-02,2023-01-02
Olsen-Clay,1,1,1,47979.70,47979.67,71.0,7,2022-04-13,2022-04-13
Olsen-Frederick,1,1,1,45953.90,45953.94,82.0,5,2022-01-18,2022-01-18
Olsen-Thomas,1,1,1,32454.90,32454.95,19.0,13,2022-08-04,2022-08-04
Olsen-Williams,1,1,1,4216.91,4216.91,41.0,11,2024-04-20,2024-04-20
"Olsen and Lewis Zavala,",1,1,1,21302.80,21302.78,34.0,17,2021-05-12,2021-05-12
"Olsen and Monroe, Lee",1,1,1,13615.30,13615.28,79.0,29,2020-02-23,2020-02-23
"Olsen Edwards, and Williams",1,1,1,44175.60,44175.61,71.0,6,2024-03-30,2024-03-30
Olsen Group,1,1,1,27251.00,27250.96,25.0,8,2021-08-09,2021-08-09
"Olsen Henry and Zamora,",1,1,1,49980.80,49980.78,22.0,29,2023-01-27,2023-01-27
Olsen LLC,4,3,3,74364.50,18591.14,29.0,22,2021-04-26,2022-12-13
Olsen Ltd,1,1,1,38033.30,38033.31,78.0,5,2021-12-25,2021-12-25
Olsen PLC,2,2,2,10890.30,5445.14,39.5,18,2019-07-25,2021-02-05
"Olsen Wilson and Adams,",1,1,1,48703.70,48703.74,61.0,18,2021-08-11,2021-08-11
"Olsen, Massey and Flores",2,1,1,53384.40,26692.21,63.5,3,2023-12-08,2023-12-08
"Olsen, Mclean and Sandoval",1,1,1,31146.30,31146.33,63.0,4,2021-06-21,2021-06-21
Olson-Aguilar,1,1,1,50430.20,50430.24,53.0,9,2021-04-07,2021-04-07
Olson-Ballard,1,1,1,41183.60,41183.62,77.0,11,2023-02-12,2023-02-12
Olson-Blackwell,1,1,1,2772.25,2772.25,22.0,3,2021-08-05,2021-08-05
Olson-Bray,1,1,1,49717.00,49717.00,47.0,17,2023-05-02,2023-05-02
Olson-Chen,1,1,1,47334.00,47333.98,57.0,8,2019-11-04,2019-11-04
Olson-Cummings,1,1,1,42113.90,42113.88,59.0,7,2021-03-24,2021-03-24
Olson-Gray,1,1,1,8513.11,8513.11,81.0,29,2020-05-27,2020-05-27
Olson-Hurst,1,1,1,29170.80,29170.77,21.0,20,2023-10-31,2023-10-31
Olson-Key,1,1,1,38999.60,38999.55,76.0,16,2023-10-08,2023-10-08
Olson-Landry,1,1,1,28533.40,28533.41,51.0,1,2024-04-19,2024-04-19
Olson-Martin,1,1,1,39395.20,39395.16,54.0,29,2019-11-23,2019-11-23
Olson-Mcclure,1,1,1,39766.90,39766.90,18.0,1,2023-07-24,2023-07-24
Olson-Miranda,1,1,1,21586.20,21586.19,35.0,20,2022-10-20,2022-10-20
Olson-Mitchell,1,1,1,44971.50,44971.48,50.0,10,2022-05-12,2022-05-12
Olson-Montoya,1,1,1,22964.10,22964.06,68.0,14,2023-04-01,2023-04-01
Olson-Morales,1,1,1,47615.80,47615.76,24.0,30,2023-06-23,2023-06-23
Olson-Salinas,1,1,1,47670.30,47670.32,35.0,8,2019-09-12,2019-09-12
Olson-Skinner,1,1,1,17437.70,17437.67,77.0,24,2019-10-27,2019-10-27
Olson-Todd,1,1,1,9012.68,9012.68,55.0,15,2024-04-23,2024-04-23
Olson-Torres,1,1,1,27766.60,27766.59,19.0,11,2020-01-08,2020-01-08
Olson-Wolf,1,1,1,43492.10,43492.14,34.0,16,2020-07-06,2020-07-06
"Olson and Allen Nguyen,",1,1,1,16797.70,16797.67,85.0,3,2021-10-09,2021-10-09
"Olson and Blake, Martin",1,1,1,45328.70,45328.70,26.0,12,2023-04-24,2023-04-24
"Olson and Joseph Gray,",1,1,1,32835.30,32835.29,21.0,2,2020-07-27,2020-07-27
"Olson and Lopez Torres,",1,1,1,30239.20,30239.22,38.0,24,2021-11-28,2021-11-28
"Olson and Martinez Sandoval,",1,1,1,17301.10,17301.05,45.0,9,2022-08-17,2022-08-17
"Olson and Perez Delgado,",2,1,1,52412.90,26206.44,54.5,29,2023-12-22,2023-12-22
"Olson and Rivera Arnold,",1,1,1,35225.80,35225.82,54.0,18,2021-10-15,2021-10-15
"Olson and Singleton, Lloyd",1,1,1,45969.70,45969.74,56.0,26,2020-05-01,2020-05-01
Olson and Sons,1,1,1,14312.50,14312.53,37.0,22,2023-11-03,2023-11-03
"Olson and Wang Johnson,",1,1,1,6985.07,6985.07,36.0,9,2021-05-05,2021-05-05
"Olson Blair Pierce, and",1,1,1,4506.81,4506.81,36.0,22,2020-09-03,2020-09-03
"Olson Collins and Jones,",1,1,1,19974.60,19974.58,56.0,10,2022-07-12,2022-07-12
"Olson Frank, and Simon",1,1,1,39308.70,39308.71,45.0,4,2020-09-05,2020-09-05
Olson Group,4,3,3,94463.10,23615.77,63.0,16,2020-07-07,2024-04-12
Olson Inc,4,4,4,91334.80,22833.71,36.8,16,2022-04-07,2023-10-02
"Olson Knight and Phillips,",1,1,1,23421.50,23421.48,32.0,17,2022-03-08,2022-03-08
Olson LLC,5,4,4,46324.90,9264.97,45.6,10,2019-06-18,2024-04-23
Olson Ltd,1,1,1,49616.10,49616.14,28.0,25,2022-09-28,2022-09-28
"Olson Mendez Brewer, and",2,1,1,38555.70,19277.86,54.5,10,2019-09-16,2019-09-16
Olson PLC,2,2,1,55866.80,27933.42,42.0,27,2019-10-22,2021-06-05
"Olson Quinn and Howard,",1,1,1,49432.90,49432.85,25.0,26,2019-05-27,2019-05-27
"Olson Sanchez, Terrell and",1,1,1,37978.90,37978.85,73.0,2,2020-06-01,2020-06-01
"Olson Taylor and White,",1,1,1,43196.10,43196.09,67.0,24,2020-10-07,2020-10-07
"Olson, and Briggs Figueroa",1,1,1,20305.70,20305.72,41.0,7,2022-12-15,2022-12-15
"Olson, and Green Garcia",1,1,1,20258.30,20258.33,82.0,15,2022-02-24,2022-02-24
"Olson, and Taylor Miller",1,1,1,16566.30,16566.34,43.0,30,2024-01-02,2024-01-02
"Olson, and Walker Gaines",1,1,1,27645.30,27645.26,56.0,23,2020-02-06,2020-02-06
"Olson, Andrade and Dixon",1,1,1,33749.90,33749.86,77.0,20,2022-07-18,2022-07-18
"Olson, Decker Sims and",1,1,1,31672.10,31672.12,46.0,27,2024-03-19,2024-03-19
"Olson, Smith Martin and",1,1,1,10174.20,10174.16,30.0,8,2023-05-06,2023-05-06
"Olson, Ward and Villegas",1,1,1,34905.40,34905.44,46.0,17,2021-03-08,2021-03-08
Oneal-Christian,1,1,1,45973.20,45973.20,57.0,16,2019-06-02,2019-06-02
Oneal-Hall,1,1,1,42234.00,42234.02,52.0,15,2021-03-16,2021-03-16
Oneal-Morris,2,1,1,87008.00,43503.98,67.0,9,2023-02-05,2023-02-05
"Oneal and Chapman Ferguson,",1,1,1,4746.76,4746.76,42.0,29,2023-11-26,2023-11-26
Oneal Group,2,2,2,60226.30,30113.13,48.5,18,2021-04-29,2023-04-29
Oneal Inc,1,1,1,21968.00,21968.02,52.0,2,2021-11-09,2021-11-09
Oneal LLC,1,1,1,49157.10,49157.09,75.0,7,2020-12-28,2020-12-28
"Oneal, Nichols and Bates",2,1,1,47867.40,23933.72,20.0,19,2021-04-27,2021-04-27
"Oneal, Sanders and Castro",1,1,1,29305.60,29305.63,27.0,15,2023-07-08,2023-07-08
Oneill-Anderson,1,1,1,51294.30,51294.32,41.0,21,2020-07-24,2020-07-24
Oneill-Byrd,1,1,1,27334.00,27333.99,72.0,25,2023-12-02,2023-12-02
Oneill-Calhoun,1,1,1,44161.60,44161.57,48.0,1,2021-12-29,2021-12-29
Oneill-Marshall,1,1,1,6673.11,6673.11,70.0,11,2019-11-14,2019-11-14
Oneill-Mayer,1,1,1,9034.36,9034.36,37.0,25,2023-03-25,2023-03-25
Oneill-Pace,1,1,1,10968.90,10968.90,61.0,30,2024-04-20,2024-04-20
Oneill-Sharp,1,1,1,31329.50,31329.48,25.0,6,2020-04-24,2020-04-24
Oneill-Torres,1,1,1,5886.44,5886.44,54.0,15,2019-07-10,2019-07-10
Oneill-Wilson,1,1,1,23379.50,23379.49,34.0,14,2022-07-14,2022-07-14
"Oneill Davis and Watkins,",1,1,1,41165.50,41165.48,71.0,12,2023-09-11,2023-09-11
Oneill Group,3,3,2,70150.20,23383.40,53.7,14,2020-01-25,2023-04-30
Oneill Inc,1,1,1,9953.09,9953.09,19.0,25,2023-05-18,2023-05-18
Oneill Ltd,1,1,1,26221.00,26220.98,79.0,6,2020-04-23,2020-04-23
"Oneill Morton, Ross and",2,1,1,20120.70,10060.36,50.5,8,2022-12-06,2022-12-06
Oneill PLC,2,2,2,22701.80,11350.92,79.0,25,2021-01-08,2022-07-01
Oneill Sons and,1,1,1,5078.91,5078.91,28.0,19,2020-02-21,2020-02-21
"Oneill, Monroe and Knight",1,1,1,23138.60,23138.59,75.0,4,2022-04-29,2022-04-29
Orozco-Gutierrez,1,1,1,32454.30,32454.34,35.0,28,2023-02-04,2023-02-04
Orozco-Hill,1,1,1,30408.60,30408.59,60.0,3,2023-08-23,2023-08-23
Orozco-Joyce,1,1,1,3885.54,3885.54,45.0,25,2019-09-02,2019-09-02
Orozco-Murphy,1,1,1,29794.90,29794.92,64.0,20,2022-04-29,2022-04-29
Orozco-Tucker,1,1,1,1683.98,1683.98,69.0,25,2019-08-27,2019-08-27
Orozco and Sons,1,1,1,10090.50,10090.50,30.0,2,2023-03-16,2023-03-16
"Orozco Harvey Cooper, and",1,1,1,9168.97,9168.97,52.0,13,2021-01-24,2021-01-24
Orozco Inc,1,1,1,41416.00,41416.03,34.0,2,2024-04-15,2024-04-15
Orozco LLC,1,1,1,31004.30,31004.28,65.0,15,2019-09-15,2019-09-15
Orozco Ltd,4,4,3,59611.40,14902.84,29.0,10,2020-10-13,2022-05-22
"Orozco Vazquez White, and",1,1,1,24549.20,24549.24,83.0,24,2023-09-08,2023-09-08
"Orozco, Davis and Bryant",1,1,1,46104.30,46104.27,39.0,12,2019-10-06,2019-10-06
"Orozco, Hicks Duncan and",1,1,1,15934.50,15934.49,44.0,14,2023-05-25,2023-05-25
Orr-Carr,1,1,1,19964.00,19964.02,40.0,20,2022-03-01,2022-03-01
Orr-Ford,1,1,1,46273.60,46273.57,71.0,21,2023-09-17,2023-09-17
Orr-Lawrence,2,1,1,48699.00,24349.52,57.5,19,2023-01-30,2023-01-30
Orr-Navarro,1,1,1,48566.60,48566.62,68.0,28,2019-07-31,2019-07-31
Orr-Oneal,1,1,1,30369.20,30369.25,31.0,30,2021-02-04,2021-02-04
Orr-Valdez,2,1,1,3951.94,1975.97,65.5,18,2023-02-17,2023-02-17
"Orr Harvey and Gross,",1,1,1,44212.70,44212.72,30.0,17,2023-04-06,2023-04-06
Orr LLC,1,1,1,21058.70,21058.73,63.0,29,2023-11-30,2023-11-30
Orr Sons and,2,1,1,98674.40,49337.22,43.0,28,2020-05-24,2020-05-24
"Orr Sullivan Lin, and",1,1,1,21928.50,21928.48,78.0,10,2023-01-08,2023-01-08
"Orr Turner, and Foley",1,1,1,10565.60,10565.59,19.0,1,2021-12-03,2021-12-03
"Orr, Cooley Chaney and",1,1,1,2607.24,2607.24,54.0,25,2020-08-30,2020-08-30
"Orr, Wheeler and Carroll",1,1,1,43669.10,43669.06,48.0,14,2022-03-08,2022-03-08
Ortega-Alexander,1,1,1,15849.50,15849.55,51.0,19,2021-11-08,2021-11-08
Ortega-Bishop,1,1,1,48653.10,48653.12,74.0,13,2022-07-23,2022-07-23
Ortega-Boyd,1,1,1,7987.90,7987.90,37.0,8,2022-11-10,2022-11-10
Ortega-Contreras,1,1,1,29640.20,29640.19,28.0,29,2020-04-18,2020-04-18
Ortega-Harrington,2,1,1,7392.14,3696.07,68.0,14,2021-05-05,2021-05-05
Ortega-Kerr,1,1,1,25258.50,25258.52,47.0,13,2022-12-21,2022-12-21
Ortega-Porter,1,1,1,3058.84,3058.84,38.0,6,2021-06-14,2021-06-14
Ortega-Rice,1,1,1,3847.97,3847.97,65.0,6,2020-11-19,2020-11-19
Ortega-Stevens,1,1,1,28885.50,28885.47,75.0,14,2023-10-03,2023-10-03
Ortega-Walsh,1,1,1,17208.80,17208.81,52.0,14,2022-09-14,2022-09-14
Ortega-Williamson,1,1,1,4783.35,4783.35,84.0,30,2023-03-29,2023-03-29
Ortega-York,2,1,1,58024.30,29012.13,70.0,2,2024-04-30,2024-04-30
"Ortega and House Jimenez,",1,1,1,44941.60,44941.65,84.0,3,2021-09-06,2021-09-06
"Ortega and Parsons, Curtis",1,1,1,14988.80,14988.81,39.0,26,2024-01-05,2024-01-05
"Ortega and Tucker, Howard",1,1,1,16817.00,16816.99,64.0,15,2021-11-23,2021-11-23
"Ortega Banks, Parrish and",1,1,1,15576.90,15576.89,84.0,26,2020-09-09,2020-09-09
"Ortega Brown Goodman, and",1,1,1,40280.70,40280.74,67.0,13,2021-09-17,2021-09-17
Ortega Group,2,2,2,71529.00,35764.52,73.5,17,2022-03-15,2023-12-23
"Ortega Howe, Torres and",1,1,1,5751.65,5751.65,19.0,9,2023-08-10,2023-08-10
Ortega Inc,2,2,2,71198.70,35599.36,64.5,23,2020-06-02,2020-07-21
Ortega Ltd,1,1,1,43474.50,43474.52,51.0,9,2022-05-19,2022-05-19
"Ortega Richards and Carr,",1,1,1,45883.60,45883.64,19.0,23,2019-08-24,2019-08-24
"Ortega Rogers and Garcia,",1,1,1,11833.40,11833.37,58.0,11,2021-08-28,2021-08-28
"Ortega Sandoval and Hoover,",1,1,1,25966.80,25966.77,43.0,19,2021-06-20,2021-06-20
"Ortega Valdez, Gomez and",1,1,1,24392.20,24392.21,77.0,25,2023-07-02,2023-07-02
"Ortega, and Page Evans",1,1,1,16505.80,16505.78,18.0,18,2021-11-10,2021-11-10
"Ortega, Taylor Berry and",1,1,1,44407.30,44407.34,42.0,4,2022-04-18,2022-04-18
Ortiz-Barnett,1,1,1,22092.70,22092.70,49.0,5,2021-03-21,2021-03-21
Ortiz-Bass,1,1,1,31119.00,31118.97,47.0,21,2024-04-01,2024-04-01
Ortiz-Bright,1,1,1,50374.30,50374.33,38.0,15,2022-01-08,2022-01-08
Ortiz-Brown,2,1,1,83281.00,41640.48,48.0,16,2022-05-19,2022-05-19
Ortiz-Castro,2,1,1,40641.70,20320.83,30.5,11,2023-04-18,2023-04-18
Ortiz-Cook,1,1,1,32363.80,32363.76,50.0,7,2024-03-01,2024-03-01
Ortiz-Edwards,1,1,1,33938.10,33938.05,45.0,28,2023-06-21,2023-06-21
Ortiz-Fletcher,1,1,1,4884.52,4884.52,77.0,28,2021-12-06,2021-12-06
Ortiz-Franklin,1,1,1,37864.10,37864.06,60.0,29,2023-10-08,2023-10-08
Ortiz-Fuentes,1,1,1,31720.70,31720.73,71.0,29,2023-12-20,2023-12-20
Ortiz-Gardner,1,1,1,26824.00,26824.00,56.0,19,2021-12-18,2021-12-18
Ortiz-Hayes,1,1,1,50868.90,50868.91,36.0,23,2020-01-01,2020-01-01
Ortiz-Henderson,2,1,1,92909.40,46454.70,49.5,21,2023-02-22,2023-02-22
Ortiz-Hoover,1,1,1,13489.60,13489.61,79.0,24,2020-10-06,2020-10-06
Ortiz-Martin,2,2,2,81325.50,40662.77,57.0,6,2019-11-14,2022-12-27
Ortiz-Mitchell,2,1,1,57760.20,28880.10,56.0,29,2024-01-13,2024-01-13
Ortiz-Olson,1,1,1,20102.80,20102.84,24.0,1,2022-02-14,2022-02-14
Ortiz-Ryan,1,1,1,49028.80,49028.83,65.0,8,2021-06-20,2021-06-20
Ortiz-Scott,1,1,1,32477.60,32477.60,27.0,9,2022-12-29,2022-12-29
Ortiz-Smith,1,1,1,36980.90,36980.88,82.0,28,2019-09-12,2019-09-12
Ortiz-Sutton,1,1,1,27435.50,27435.54,73.0,18,2019-08-28,2019-08-28
Ortiz-Thompson,1,1,1,12109.80,12109.80,40.0,13,2023-02-06,2023-02-06
Ortiz-Watts,1,1,1,30257.10,30257.13,58.0,23,2022-02-02,2022-02-02
Ortiz-Wilkins,1,1,1,3263.12,3263.12,54.0,22,2020-08-18,2020-08-18
Ortiz-Williams,1,1,1,12075.70,12075.69,73.0,11,2019-11-22,2019-11-22
Ortiz Group,5,4,3,143962.00,28792.39,53.6,14,2020-11-20,2022-06-14
"Ortiz Hicks and Garcia,",1,1,1,19084.10,19084.09,69.0,5,2023-08-20,2023-08-20
"Ortiz Holmes, and Lane",1,1,1,36017.10,36017.10,56.0,3,2021-01-26,2021-01-26
Ortiz Inc,3,3,3,42198.10,14066.04,51.7,15,2021-02-15,2022-10-13
"Ortiz Lam, Vasquez and",1,1,1,41091.00,41091.01,76.0,29,2021-10-20,2021-10-20
"Ortiz Lewis, and Berg",1,1,1,26762.90,26762.93,74.0,12,2020-05-28,2020-05-28
Ortiz LLC,2,2,2,31953.60,15976.81,40.5,21,2022-11-18,2022-12-09
"Ortiz Mullins Ramos, and",1,1,1,7764.06,7764.06,81.0,7,2023-07-16,2023-07-16
Ortiz PLC,3,3,3,101886.00,33962.11,42.3,14,2019-11-29,2022-01-26
"Ortiz Roberts Castro, and",1,1,1,29350.60,29350.57,66.0,28,2019-07-09,2019-07-09
Ortiz Sons and,1,1,1,37694.00,37694.04,54.0,2,2020-12-16,2020-12-16
"Ortiz Stanley, Brown and",1,1,1,34686.10,34686.15,28.0,6,2019-08-09,2019-08-09
"Ortiz, and Lawrence Cunningham",1,1,1,40940.70,40940.68,78.0,7,2021-08-13,2021-08-13
"Ortiz, and Massey Norton",1,1,1,2329.11,2329.11,26.0,12,2023-11-15,2023-11-15
"Ortiz, and Perez Chapman",1,1,1,8827.44,8827.44,31.0,26,2021-09-05,2021-09-05
"Ortiz, and Rios Price",1,1,1,45010.80,45010.80,66.0,16,2021-03-31,2021-03-31
"Ortiz, Franklin Freeman and",1,1,1,30592.80,30592.80,55.0,28,2022-11-19,2022-11-19
"Ortiz, Parker Smith and",1,1,1,17340.40,17340.42,68.0,21,2020-10-29,2020-10-29
"Ortiz, Reynolds Shaw and",1,1,1,7880.22,7880.22,39.0,17,2023-04-04,2023-04-04
"Ortiz, Williams Heath and",1,1,1,15467.60,15467.62,22.0,26,2022-12-11,2022-12-11
"Ortiz, Zhang Golden and",1,1,1,17016.00,17015.96,46.0,27,2019-10-27,2019-10-27
Osborn-Brown,1,1,1,35439.00,35438.98,74.0,6,2020-06-08,2020-06-08
Osborn-Carpenter,2,1,1,2411.96,1205.98,67.0,24,2021-01-06,2021-01-06
Osborn-Freeman,1,1,1,45354.40,45354.36,54.0,2,2019-07-08,2019-07-08
Osborn-Hayes,1,1,1,17495.50,17495.48,33.0,1,2023-04-11,2023-04-11
Osborn-Long,1,1,1,38656.70,38656.70,61.0,12,2020-07-28,2020-07-28
Osborn-Manning,1,1,1,36201.30,36201.29,19.0,20,2023-11-05,2023-11-05
Osborn-Newman,1,1,1,39155.20,39155.17,32.0,23,2022-07-29,2022-07-29
Osborn-Park,2,1,1,79048.20,39524.11,64.5,22,2024-04-23,2024-04-23
Osborn-Warren,1,1,1,14263.50,14263.52,23.0,5,2020-04-30,2020-04-30
Osborn Group,1,1,1,31524.80,31524.84,69.0,23,2023-03-04,2023-03-04
Osborn Inc,1,1,1,39511.20,39511.22,23.0,4,2019-12-30,2019-12-30
