"Hospital","Medical Condition","patient_count","average_patient_age","total_billing_amount","average_billing_amount","average_length_of_stay"
PLC Murphy,Asthma,1,24,32063.70,32063.65,26
PLC Murphy,Cancer,2,50,8683.44,4341.72,2
PLC Murray,Cancer,2,23,37599.80,18799.91,28
PLC Murray,Hypertension,2,42,30523.30,15261.63,7
PLC Myers,Asthma,1,47,41406.10,41406.13,5
PLC Myers,Hypertension,1,24,27533.00,27532.96,19
PLC Myers,Obesity,2,49,81271.20,40635.60,15
PLC Nash,Hypertension,1,75,17908.40,17908.39,24
PLC Navarro,Asthma,1,24,7855.64,7855.64,17
PLC Nelson,Arthritis,2,33,96698.90,48349.46,14
PLC Nelson,Asthma,1,39,48187.30,48187.34,2
PLC Nelson,Obesity,1,56,40216.10,40216.14,24
PLC Newman,Obesity,2,25,10191.50,5095.75,10
PLC Newton,Hypertension,1,30,13942.00,13942.05,23
PLC Nguyen,Diabetes,2,82,94498.20,47249.08,1
PLC Nichols,Asthma,1,71,31177.80,31177.80,27
PLC Nichols,Diabetes,1,72,30497.00,30497.01,3
PLC Nolan,Arthritis,1,48,20966.90,20966.94,9
PLC Norman,Cancer,2,33,38134.90,19067.48,14
PLC Norton,Asthma,2,56,40104.80,20052.42,16
PLC Norton,Obesity,2,74,57531.70,28765.83,24
PLC Nunez,Arthritis,1,67,23595.30,23595.35,6
PLC Nunez,Asthma,1,59,9420.31,9420.31,22
PLC Obrien,Hypertension,6,56,159353.00,26558.79,9
PLC Oconnor,Arthritis,1,78,41785.60,41785.58,27
PLC Odonnell,Hypertension,1,34,15306.80,15306.79,21
PLC Oliver,Arthritis,1,42,35634.20,35634.23,26
PLC Oliver,Asthma,1,26,32085.20,32085.23,24
PLC Oliver,Hypertension,2,72,13377.00,6688.49,18
PLC Olsen,Obesity,1,63,6772.73,6772.73,19
PLC Olson,Cancer,1,26,31069.60,31069.60,18
PLC Olson,Diabetes,2,49,15431.60,7715.78,7
PLC Olson,Hypertension,2,72,52913.50,26456.73,16
PLC Ortega,Obesity,1,39,22775.80,22775.83,5
PLC Ortiz,Diabetes,1,63,25297.80,25297.76,13
PLC Ortiz,Hypertension,2,54,95922.30,47961.17,20
PLC Osborne,Arthritis,1,67,10482.90,10482.94,27
PLC Osborne,Hypertension,3,40,133169.00,44389.62,4
PLC Owen,Hypertension,1,27,10585.20,10585.15,29
PLC Owens,Diabetes,1,32,22056.70,22056.68,12
PLC Owens,Hypertension,1,52,42606.20,42606.19,28
PLC Pacheco,Cancer,1,21,18619.20,18619.24,25
PLC Page,Cancer,1,33,16882.80,16882.76,4
PLC Palmer,Cancer,1,59,2861.37,2861.37,1
PLC Parker,Arthritis,1,53,46429.10,46429.15,18
PLC Parker,Diabetes,2,58,77282.80,38641.41,15
PLC Parker,Obesity,2,75,34805.00,17402.50,8
PLC Parks,Hypertension,1,40,26330.00,26330.02,27
PLC Parrish,Hypertension,1,35,20442.40,20442.36,20
PLC Parsons,Obesity,1,61,39019.90,39019.95,6
PLC Patel,Arthritis,1,62,32694.30,32694.29,21
PLC Patrick,Asthma,1,57,36959.90,36959.91,5
PLC Patrick,Cancer,1,29,51086.40,51086.36,22
PLC Patterson,Arthritis,1,25,35858.90,35858.88,1
PLC Patterson,Obesity,1,34,10030.70,10030.73,19
PLC Patton,Diabetes,1,47,15981.10,15981.10,18
PLC Payne,Hypertension,1,43,29172.70,29172.72,10
PLC Pearson,Arthritis,1,71,22929.40,22929.44,15
PLC Pearson,Obesity,1,19,16680.50,16680.52,5
PLC Perez,Arthritis,1,19,13038.70,13038.66,6
PLC Perez,Asthma,2,55,40522.70,20261.34,18
PLC Perez,Cancer,3,48,110466.00,36821.86,11
PLC Perez,Obesity,1,60,44357.50,44357.46,6
PLC Perkins,Obesity,2,41,49694.50,24847.24,22
PLC Perry,Arthritis,1,81,48072.20,48072.19,1
PLC Perry,Diabetes,2,38,73893.40,36946.70,19
PLC Peters,Hypertension,2,33,48257.80,24128.88,20
PLC Peterson,Cancer,2,47,19783.40,9891.72,4
PLC Peterson,Hypertension,1,45,46553.50,46553.53,9
PLC Peterson,Obesity,2,48,59312.40,29656.21,15
PLC Phillips,Asthma,1,33,17978.80,17978.75,21
PLC Phillips,Diabetes,3,44,28088.90,9362.96,13
PLC Phillips,Hypertension,1,24,26371.20,26371.20,2
PLC Pierce,Cancer,2,49,64808.90,32404.47,15
PLC Pierce,Diabetes,1,67,26144.00,26144.01,21
PLC Pitts,Arthritis,2,45,99297.80,49648.89,15
PLC Pitts,Obesity,1,27,13114.70,13114.69,30
PLC Pollard,Hypertension,1,75,32000.50,32000.51,24
PLC Pope,Cancer,2,83,17387.50,8693.76,14
PLC Porter,Diabetes,1,34,13382.40,13382.39,24
PLC Potter,Arthritis,1,20,20269.20,20269.15,8
PLC Powers,Diabetes,2,37,41553.10,20776.55,4
PLC Pratt,Arthritis,1,20,32203.40,32203.37,12
PLC Price,Diabetes,3,69,92733.70,30911.23,14
PLC Proctor,Obesity,1,80,45760.40,45760.42,5
PLC Quinn,Asthma,1,30,24159.00,24159.04,22
PLC Quinn,Diabetes,1,68,6353.68,6353.68,2
PLC Ramirez,Asthma,1,48,38908.00,38908.03,2
PLC Ramos,Arthritis,1,37,4123.95,4123.95,13
PLC Ramos,Asthma,1,23,32894.50,32894.51,13
PLC Ramos,Hypertension,1,75,28331.50,28331.46,16
PLC Ramos,Obesity,2,28,76738.50,38369.24,27
PLC Ramsey,Cancer,3,23,119138.00,39712.83,23
PLC Ramsey,Diabetes,1,74,28460.70,28460.70,13
PLC Randall,Diabetes,1,80,37093.50,37093.46,20
PLC Randall,Obesity,1,34,18662.40,18662.43,13
PLC Randolph,Asthma,1,57,18148.80,18148.82,15
PLC Rasmussen,Diabetes,2,41,62085.10,31042.54,9
PLC Ray,Asthma,1,46,5529.38,5529.38,19
PLC Ray,Cancer,1,47,19395.00,19395.02,11
PLC Ray,Diabetes,1,78,16484.20,16484.25,30
PLC Ray,Hypertension,1,38,47139.00,47139.00,1
PLC Raymond,Arthritis,1,22,13983.20,13983.25,19
PLC Reed,Cancer,2,37,46226.90,23113.44,21
PLC Reese,Diabetes,1,54,9959.98,9959.98,17
PLC Reeves,Cancer,1,72,50296.80,50296.79,30
PLC Reid,Obesity,2,40,27572.00,13785.99,8
PLC Reyes,Arthritis,2,58,57134.60,28567.30,19
PLC Reyes,Cancer,5,49,62913.00,12582.60,6
PLC Reyes,Hypertension,1,24,41231.10,41231.15,8
PLC Reynolds,Arthritis,1,24,27721.20,27721.17,28
PLC Reynolds,Asthma,1,30,40085.10,40085.08,16
PLC Reynolds,Cancer,1,70,9765.91,9765.91,29
PLC Reynolds,Hypertension,1,58,6158.31,6158.31,8
PLC Rhodes,Asthma,1,28,21478.80,21478.85,17
PLC Rhodes,Cancer,1,59,33750.30,33750.31,16
PLC Rhodes,Diabetes,1,85,14805.50,14805.48,14
PLC Rhodes,Hypertension,1,28,18384.20,18384.25,2
PLC Rice,Obesity,1,47,34056.60,34056.62,8
PLC Rich,Arthritis,1,62,26675.40,26675.43,8
PLC Rich,Obesity,1,37,45253.90,45253.85,1
PLC Richard,Arthritis,1,70,13575.20,13575.16,9
PLC Richardson,Asthma,1,78,41999.90,41999.91,26
PLC Richardson,Cancer,2,54,81312.20,40656.12,9
PLC Riley,Hypertension,2,39,55018.30,27509.16,6
PLC Ritter,Arthritis,1,82,29245.60,29245.59,15
PLC Ritter,Hypertension,1,80,37780.10,37780.11,13
PLC Rivera,Arthritis,1,19,12073.30,12073.33,6
PLC Roberson,Cancer,1,74,18585.70,18585.70,27
PLC Roberts,Arthritis,2,46,52732.60,26366.28,12
PLC Roberts,Asthma,1,25,18009.30,18009.29,6
PLC Roberts,Cancer,1,35,42191.00,42190.96,23
PLC Roberts,Diabetes,1,38,37063.10,37063.10,14
PLC Roberts,Hypertension,2,62,42930.10,21465.04,13
PLC Robertson,Hypertension,2,53,78111.70,39055.83,9
PLC Robinson,Arthritis,1,79,27707.30,27707.31,9
PLC Robinson,Diabetes,1,69,43183.40,43183.36,18
PLC Rocha,Cancer,1,82,30404.50,30404.53,15
PLC Rodgers,Arthritis,1,57,25459.10,25459.10,7
PLC Rodgers,Asthma,1,38,17284.50,17284.49,1
PLC Rodriguez,Arthritis,4,39,75499.60,18874.90,22
PLC Rodriguez,Asthma,2,51,62074.00,31036.99,18
PLC Rodriguez,Cancer,2,66,69484.00,34741.99,9
PLC Rodriguez,Diabetes,3,64,86574.60,28858.20,15
PLC Rodriguez,Hypertension,6,53,232511.00,38751.79,14
PLC Rodriguez,Obesity,1,21,32032.80,32032.76,1
PLC Rogers,Arthritis,1,22,36055.10,36055.14,20
PLC Rogers,Diabetes,2,64,82594.00,41296.99,12
PLC Romero,Asthma,1,24,35692.10,35692.13,10
PLC Romero,Obesity,1,56,12013.40,12013.39,17
PLC Rosales,Diabetes,1,45,43675.80,43675.75,16
PLC Rose,Diabetes,1,29,13987.70,13987.71,29
PLC Ross,Arthritis,2,38,83022.30,41511.14,12
PLC Ross,Asthma,1,66,16225.20,16225.18,10
PLC Ross,Cancer,2,51,75976.50,37988.23,30
PLC Ross,Diabetes,2,58,67333.70,33666.86,8
PLC Ross,Hypertension,1,41,43322.60,43322.57,28
PLC Roth,Hypertension,1,26,10204.50,10204.55,19
PLC Rowland,Hypertension,1,43,32590.30,32590.32,2
PLC Roy,Cancer,1,75,7905.49,7905.49,11
PLC Rubio,Obesity,1,64,32063.30,32063.35,17
PLC Ruiz,Cancer,1,18,20469.50,20469.51,29
PLC Russell,Asthma,3,44,56107.90,18702.64,17
PLC Russell,Diabetes,1,57,39917.30,39917.27,7
PLC Russell,Hypertension,1,42,43237.10,43237.12,18
PLC Ryan,Asthma,2,73,91240.60,45620.28,26
PLC Ryan,Hypertension,1,37,4191.90,4191.90,26
PLC Salinas,Cancer,1,54,17243.70,17243.71,20
PLC Sanchez,Diabetes,2,46,75557.60,37778.79,16
PLC Sanchez,Hypertension,1,76,38385.80,38385.84,6
PLC Sanders,Asthma,1,64,37739.80,37739.78,18
PLC Sanders,Cancer,1,68,43606.40,43606.40,30
PLC Sanford,Diabetes,1,70,19335.60,19335.58,14
PLC Santana,Diabetes,1,75,31419.30,31419.29,27
PLC Santiago,Cancer,1,33,43260.50,43260.47,11
PLC Santos,Hypertension,1,77,44485.90,44485.90,22
PLC Saunders,Arthritis,1,23,43821.70,43821.74,11
PLC Saunders,Obesity,1,67,31814.10,31814.07,18
PLC Savage,Hypertension,1,51,30648.40,30648.44,11
PLC Schmidt,Cancer,2,49,5688.96,2844.48,25
PLC Schmitt,Asthma,1,68,3680.76,3680.76,25
PLC Schmitt,Diabetes,1,80,9418.10,9418.10,9
PLC Schneider,Asthma,1,27,16139.40,16139.39,6
PLC Schneider,Diabetes,1,22,7973.94,7973.94,29
PLC Schroeder,Hypertension,1,37,11883.30,11883.31,23
PLC Schultz,Arthritis,1,41,27906.50,27906.54,5
PLC Schwartz,Asthma,1,52,29193.40,29193.38,3
PLC Schwartz,Diabetes,2,21,78067.30,39033.64,7
PLC Scott,Arthritis,2,65,41076.70,20538.36,25
PLC Scott,Hypertension,2,71,94737.90,47368.96,10
PLC Scott,Obesity,3,56,57154.80,19051.61,19
PLC Sellers,Diabetes,1,43,5103.02,5103.02,29
PLC Shaw,Arthritis,3,46,30555.30,10185.09,11
PLC Shaw,Diabetes,2,74,15043.80,7521.92,9
PLC Shaw,Hypertension,2,32,45064.20,22532.11,16
PLC Shepherd,Asthma,1,41,13073.40,13073.44,8
PLC Shepherd,Diabetes,1,59,13296.70,13296.65,5
PLC Sheppard,Diabetes,2,59,51474.80,25737.39,8
PLC Shields,Arthritis,1,32,47358.90,47358.92,4
PLC Short,Arthritis,1,60,26656.20,26656.16,16
PLC Silva,Arthritis,1,61,18141.30,18141.35,16
PLC Silva,Asthma,1,22,26664.50,26664.50,3
PLC Silva,Cancer,1,50,26228.30,26228.28,1
PLC Silva,Diabetes,1,67,14864.00,14864.02,29
PLC Simmons,Arthritis,2,33,91160.60,45580.31,2
PLC Simmons,Hypertension,1,29,41619.60,41619.59,26
PLC Simpson,Diabetes,1,66,20406.20,20406.16,13
PLC Singh,Arthritis,1,64,49048.00,49047.99,9
PLC Singh,Diabetes,1,84,44606.70,44606.74,15
PLC Small,Asthma,1,68,19729.50,19729.47,5
PLC Small,Hypertension,1,78,35914.40,35914.43,9
PLC Smith,Arthritis,6,65,175358.00,29226.33,13
PLC Smith,Asthma,3,63,66619.30,22206.43,13
PLC Smith,Cancer,4,49,56513.80,14128.44,20
PLC Smith,Diabetes,6,45,125019.00,20836.44,12
PLC Smith,Hypertension,4,51,114627.00,28656.63,12
PLC Smith,Obesity,6,56,155624.00,25937.36,13
PLC Snyder,Arthritis,1,27,40228.00,40228.00,28
PLC Snyder,Asthma,1,28,37994.10,37994.09,2
PLC Snyder,Hypertension,1,40,5055.02,5055.02,29
PLC Solis,Hypertension,1,59,39447.20,39447.20,6
PLC Soto,Asthma,1,24,43465.40,43465.45,20
PLC Soto,Hypertension,4,65,72988.20,18247.05,22
PLC Spears,Arthritis,1,19,16799.30,16799.35,11
PLC Spence,Cancer,2,77,27637.40,13818.69,6
PLC Spencer,Asthma,1,40,48841.40,48841.36,8
PLC Spencer,Cancer,1,77,7500.71,7500.71,12
PLC Stafford,Hypertension,1,21,13069.20,13069.24,6
PLC Stanley,Obesity,1,32,25271.00,25270.99,21
PLC Stanton,Asthma,1,69,42608.90,42608.95,21
PLC Stein,Asthma,1,45,18132.40,18132.37,23
PLC Stein,Obesity,1,32,9868.39,9868.39,13
PLC Stevens,Asthma,1,74,28491.60,28491.58,26
PLC Stevenson,Obesity,1,23,22650.10,22650.14,7
PLC Stewart,Obesity,2,60,69296.70,34648.33,20
PLC Stokes,Arthritis,1,34,16831.60,16831.59,20
PLC Stone,Arthritis,1,64,20224.10,20224.07,6
PLC Stone,Asthma,1,84,25450.50,25450.46,3
PLC Stone,Hypertension,1,59,9206.66,9206.66,21
PLC Strickland,Hypertension,1,72,50269.60,50269.63,23
PLC Sullivan,Asthma,1,41,4218.35,4218.35,1
PLC Sullivan,Hypertension,1,29,20264.20,20264.21,20
PLC Sullivan,Obesity,1,37,43919.90,43919.92,1
PLC Summers,Asthma,1,40,23814.00,23814.02,2
PLC Sutton,Arthritis,2,66,37623.20,18811.59,20
PLC Sutton,Asthma,1,56,28510.80,28510.81,22
PLC Sutton,Cancer,1,44,7977.13,7977.13,26
PLC Swanson,Arthritis,1,85,50850.20,50850.19,29
PLC Swanson,Hypertension,1,66,33025.60,33025.63,21
PLC Sweeney,Obesity,1,55,37777.40,37777.43,11
PLC Tanner,Asthma,1,76,49208.90,49208.86,27
PLC Taylor,Cancer,4,36,170125.00,42531.37,17
PLC Taylor,Diabetes,1,76,8779.15,8779.15,8
PLC Taylor,Hypertension,2,58,7620.26,3810.13,13
PLC Taylor,Obesity,1,65,37503.70,37503.74,19
PLC Terrell,Hypertension,1,35,30781.50,30781.54,10
PLC Terry,Cancer,1,52,17064.20,17064.20,7
PLC Thomas,Asthma,1,28,15121.60,15121.57,1
PLC Thomas,Cancer,1,68,34063.10,34063.09,21
PLC Thomas,Diabetes,2,23,41698.20,20849.11,8
PLC Thomas,Hypertension,7,50,181443.00,25920.40,14
PLC Thomas,Obesity,4,69,87112.50,21778.14,7
PLC Thompson,Arthritis,2,50,45198.80,22599.40,13
PLC Thompson,Asthma,2,47,45148.00,22574.02,15
PLC Thompson,Cancer,1,46,16980.80,16980.78,18
PLC Thompson,Diabetes,2,79,70740.40,35370.18,22
PLC Thompson,Hypertension,1,25,26928.10,26928.05,20
PLC Thompson,Obesity,6,46,176347.00,29391.24,20
PLC Thornton,Asthma,1,44,23751.20,23751.20,30
PLC Todd,Asthma,1,77,3588.19,3588.19,4
PLC Todd,Diabetes,2,69,10860.10,5430.03,12
PLC Torres,Asthma,2,42,61941.00,30970.49,13
PLC Torres,Diabetes,1,33,46060.50,46060.46,16
PLC Trujillo,Arthritis,1,46,8017.51,8017.51,2
PLC Trujillo,Asthma,1,25,41618.80,41618.84,3
PLC Trujillo,Obesity,1,39,31668.80,31668.82,30
PLC Tucker,Asthma,1,71,43032.10,43032.14,25
PLC Turner,Arthritis,2,44,21371.80,10685.88,16
PLC Valdez,Arthritis,1,68,28300.10,28300.09,16
PLC Valdez,Hypertension,3,40,72649.60,24216.55,11
PLC Valenzuela,Hypertension,1,29,46800.10,46800.14,17
PLC Vance,Diabetes,1,53,36337.40,36337.36,14
PLC Vargas,Arthritis,2,33,58467.70,29233.84,9
PLC Vargas,Cancer,1,33,3311.87,3311.87,8
PLC Vargas,Hypertension,1,40,1781.29,1781.29,4
PLC Vasquez,Obesity,1,56,48552.80,48552.82,21
PLC Vaughan,Diabetes,1,57,42980.80,42980.78,16
PLC Vaughn,Asthma,1,59,5396.88,5396.88,23
PLC Vaughn,Cancer,2,51,45260.10,22630.04,29
PLC Vega,Asthma,1,24,9342.36,9342.36,16
PLC Velazquez,Cancer,1,69,15641.60,15641.64,8
PLC Villegas,Cancer,1,28,39421.50,39421.49,5
PLC Vincent,Hypertension,1,52,14115.20,14115.21,15
PLC Wade,Asthma,1,28,47095.60,47095.61,19
PLC Wade,Diabetes,1,67,19094.70,19094.71,19
PLC Wagner,Cancer,1,26,32684.90,32684.92,8
PLC Walker,Asthma,2,48,81457.00,40728.52,20
PLC Walker,Cancer,1,81,7860.03,7860.03,18
PLC Walker,Diabetes,2,57,34856.90,17428.47,21
PLC Wall,Asthma,1,35,26212.40,26212.36,22
PLC Wallace,Cancer,1,79,45248.90,45248.91,13
PLC Wallace,Diabetes,1,71,25075.70,25075.68,12
PLC Wallace,Obesity,3,28,24743.30,8247.78,10
PLC Walsh,Diabetes,1,61,6379.88,6379.88,5
PLC Walters,Diabetes,1,71,12988.40,12988.38,20
PLC Walton,Obesity,1,49,20663.50,20663.48,13
PLC Wang,Obesity,1,57,6416.47,6416.47,8
PLC Ward,Arthritis,1,71,35453.70,35453.74,26
PLC Ward,Asthma,2,29,67370.10,33685.07,8
PLC Ware,Diabetes,1,66,43466.80,43466.81,18
PLC Warren,Cancer,1,46,30998.40,30998.42,22
PLC Warren,Diabetes,1,76,19869.90,19869.92,28
PLC Warren,Obesity,1,50,37472.20,37472.23,10
PLC Washington,Cancer,1,46,2431.84,2431.84,11
PLC Waters,Arthritis,1,31,12026.00,12026.05,20
PLC Waters,Diabetes,1,84,30791.50,30791.51,20
PLC Waters,Obesity,2,34,83193.40,41596.70,25
PLC Watkins,Cancer,2,26,47154.60,23577.31,12
PLC Watkins,Hypertension,1,18,5938.38,5938.38,18
PLC Watkins,Obesity,1,46,17210.40,17210.42,17
PLC Watson,Arthritis,1,18,28305.20,28305.21,20
PLC Watson,Cancer,1,33,38688.40,38688.39,12
PLC Watson,Hypertension,1,33,32757.80,32757.79,10
PLC Watts,Diabetes,1,54,13809.80,13809.75,30
PLC Weaver,Cancer,2,47,62513.10,31256.55,14
PLC Weaver,Diabetes,2,80,35614.50,17807.23,28
PLC Webb,Asthma,2,50,46306.90,23153.47,28
PLC Webb,Diabetes,1,59,49057.00,49056.99,30
PLC Webb,Hypertension,2,38,24234.30,12117.18,26
PLC Webster,Hypertension,1,28,30374.90,30374.86,4
PLC Webster,Obesity,1,28,23212.80,23212.76,3
PLC Weiss,Obesity,1,55,23806.30,23806.31,10
PLC Wells,Arthritis,2,29,90997.30,45498.65,21
PLC Wells,Hypertension,7,42,204933.00,29276.20,13
PLC Werner,Diabetes,2,75,82325.20,41162.62,21
PLC West,Asthma,2,78,27721.80,13860.90,15
PLC West,Hypertension,1,80,3360.69,3360.69,27
PLC Wheeler,Diabetes,1,44,38374.80,38374.78,12
PLC Whitaker,Asthma,2,47,60448.60,30224.31,8
PLC White,Asthma,2,24,74359.40,37179.69,24
PLC White,Cancer,2,87,15257.90,7628.95,17
PLC White,Diabetes,5,51,116826.00,23365.17,15
PLC Wiley,Arthritis,1,34,25390.70,25390.74,12
PLC Wiley,Hypertension,1,37,13161.30,13161.26,14
PLC Wilkerson,Obesity,1,63,24592.20,24592.22,10
PLC Williams,Arthritis,3,43,116731.00,38910.34,25
PLC Williams,Asthma,8,51,122476.00,15309.55,15
PLC Williams,Cancer,10,45,243605.00,24360.55,13
PLC Williams,Diabetes,3,66,56056.70,18685.57,23
PLC Williams,Hypertension,2,73,83052.40,41526.21,12
PLC Williams,Obesity,4,48,109926.00,27481.49,17
PLC Williamson,Arthritis,1,28,25909.60,25909.64,8
PLC Williamson,Asthma,1,26,28696.20,28696.22,5
PLC Willis,Hypertension,1,32,5165.96,5165.96,6
PLC Willis,Obesity,1,24,1516.50,1516.50,24
PLC Wilson,Arthritis,2,50,84294.50,42147.23,30
PLC Wilson,Cancer,2,63,43329.70,21664.86,9
PLC Wilson,Diabetes,4,43,144104.00,36025.95,26
PLC Wilson,Obesity,1,59,39927.60,39927.62,3
PLC Winters,Asthma,2,81,27516.50,13758.26,13
PLC Wolfe,Arthritis,1,45,40824.10,40824.10,27
PLC Wong,Asthma,2,41,16063.00,8031.51,9
PLC Wong,Diabetes,1,21,45791.10,45791.15,15
PLC Wong,Hypertension,1,46,3696.08,3696.08,3
PLC Wood,Cancer,1,56,11118.00,11118.02,4
PLC Wood,Hypertension,3,80,58143.30,19381.11,3
PLC Woodard,Cancer,1,61,38330.80,38330.76,25
PLC Woodard,Hypertension,1,36,18475.40,18475.41,20
PLC Woods,Arthritis,2,71,80245.00,40122.52,10
PLC Woods,Hypertension,1,22,5357.69,5357.69,10
PLC Woods,Obesity,3,47,29106.60,9702.19,19
PLC Woodward,Arthritis,1,71,48942.50,48942.49,23
PLC Wright,Arthritis,2,62,85975.90,42987.96,27
PLC Wright,Asthma,3,43,25590.70,8530.23,22
PLC Wright,Cancer,1,79,15702.00,15702.03,4
PLC Wright,Hypertension,2,46,31306.10,15653.03,18
PLC Wright,Obesity,3,69,123366.00,41122.09,7
PLC Wyatt,Hypertension,1,75,11909.00,11909.01,16
PLC Yates,Cancer,1,62,40117.20,40117.24,10
PLC York,Arthritis,1,62,32868.10,32868.08,5
PLC York,Diabetes,1,29,16334.30,16334.26,24
PLC Young,Cancer,2,28,54794.00,27396.98,15
PLC Young,Hypertension,2,65,93478.00,46739.03,20
PLC Young,Obesity,1,80,20928.10,20928.14,1
PLC Zamora,Arthritis,1,82,33006.20,33006.16,16
PLC Zamora,Hypertension,1,24,7219.86,7219.86,6
PLC Zavala,Cancer,1,23,49147.20,49147.16,3
PLC Zhang,Asthma,1,65,19585.00,19585.01,24
PLC Zhang,Hypertension,1,61,43587.40,43587.44,12
PLC Zimmerman,Diabetes,1,37,8140.33,8140.33,16
PLC Zuniga,Hypertension,2,26,38665.20,19332.62,13
Pollard-Burton,Asthma,1,77,24282.50,24282.46,30
Pollard-Moore,Hypertension,1,47,31960.60,31960.62,20
Pollard-Reed,Arthritis,1,44,5033.15,5033.15,18
"Pollard Abbott and Hutchinson,",Asthma,1,51,29926.70,29926.66,22
Pollard Group,Hypertension,1,80,4649.04,4649.04,1
Pollard Ltd,Arthritis,2,48,34774.20,17387.12,15
Pollard Ltd,Obesity,2,38,68817.50,34408.74,27
"Pollard Oconnell, Wells and",Asthma,1,75,4447.70,4447.70,21
"Pollard Wallace, Sims and",Asthma,2,16,45802.00,22901.02,18
"Pollard, Logan Mckee and",Arthritis,1,52,13253.80,13253.76,7
"Pollard, Marks Martinez and",Diabetes,1,62,23674.20,23674.24,20
Ponce-Lutz,Cancer,1,63,40449.70,40449.71,17
Ponce-Moreno,Cancer,1,75,44072.20,44072.25,16
Ponce-Newman,Obesity,1,48,8041.54,8041.54,11
"Ponce and Nguyen, Evans",Diabetes,1,31,19575.30,19575.30,27
Ponce Inc,Cancer,1,34,7019.37,7019.37,30
Ponce Inc,Obesity,1,18,25322.30,25322.28,3
Ponce Ltd,Cancer,1,65,40251.20,40251.17,11
"Ponce Miller and Bell,",Asthma,1,79,28470.80,28470.78,12
Ponce PLC,Hypertension,1,48,37336.80,37336.76,21
"Ponce Rosales, and Rowland",Obesity,1,61,16579.90,16579.91,9
Poole-Armstrong,Diabetes,1,67,24953.90,24953.89,9
Poole-Brewer,Arthritis,2,19,27727.30,13863.63,7
Poole-Brown,Hypertension,1,41,35607.40,35607.41,12
Poole-Daniels,Obesity,1,22,9582.71,9582.71,6
Poole-Graham,Arthritis,1,63,48890.90,48890.95,27
Poole-Johnson,Asthma,1,79,8915.11,8915.11,5
Poole-Lester,Cancer,1,32,5227.56,5227.56,29
Poole-Parker,Diabetes,1,40,28800.70,28800.66,5
Poole-Scott,Arthritis,1,62,31316.40,31316.39,4
"Poole and Hansen, Moran",Hypertension,1,73,28905.80,28905.77,3
"Poole and King Dudley,",Cancer,1,26,31190.70,31190.67,6
Poole Inc,Diabetes,1,30,8408.95,8408.95,24
Poole LLC,Obesity,1,38,6486.24,6486.24,22
Poole Ltd,Arthritis,1,31,8423.85,8423.85,26
Poole Ltd,Diabetes,1,34,44643.00,44643.02,22
"Poole Owens Parsons, and",Diabetes,1,81,28719.30,28719.26,21
Poole PLC,Cancer,1,18,6739.78,6739.78,3
"Poole Shannon, and Robles",Hypertension,2,87,56437.20,28218.61,26
"Poole Smith Jackson, and",Arthritis,1,55,49552.10,49552.13,22
"Poole Wilson Rhodes, and",Diabetes,1,20,6636.59,6636.59,25
"Poole, Poole Mendoza and",Hypertension,1,25,,,27
Pope-Cisneros,Arthritis,1,73,14597.00,14596.95,12
Pope-Cooper,Diabetes,1,24,9271.47,9271.47,22
Pope-Day,Asthma,1,45,14759.40,14759.40,19
Pope-Gordon,Arthritis,1,57,32635.60,32635.63,8
Pope-Harrington,Obesity,1,68,32868.50,32868.53,20
Pope-Mahoney,Asthma,1,75,42622.40,42622.44,20
Pope-Miles,Diabetes,1,18,12253.70,12253.74,10
Pope-Miller,Cancer,1,67,22098.10,22098.06,25
Pope-Scott,Asthma,1,53,31957.20,31957.24,18
Pope-Thompson,Cancer,1,78,9807.05,9807.05,28
Pope-Turner,Asthma,1,44,9009.25,9009.25,16
Pope-Wright,Obesity,1,66,3952.12,3952.12,4
"Pope and Mckenzie Delgado,",Hypertension,1,44,40846.20,40846.24,20
Pope and Sons,Arthritis,1,29,17630.40,17630.42,24
"Pope Coffey Ramirez, and",Obesity,1,18,45419.90,45419.86,17
Pope Group,Asthma,1,80,24039.90,24039.92,30
Pope Group,Cancer,1,30,16287.90,16287.92,27
Pope Inc,Arthritis,1,39,35673.50,35673.47,22
Pope Inc,Hypertension,1,74,44793.50,44793.49,14
Pope LLC,Cancer,1,40,39174.40,39174.38,18
Pope PLC,Diabetes,1,50,23857.80,23857.83,20
Pope PLC,Obesity,1,41,6487.76,6487.76,22
"Pope Valdez, and Boyle",Cancer,1,52,23425.20,23425.20,9
"Pope, Day Mason and",Hypertension,1,31,24306.30,24306.32,24
Porter-Adams,Arthritis,1,61,873.26,873.26,3
Porter-Barron,Hypertension,1,52,39322.10,39322.10,27
Porter-Best,Hypertension,1,59,49378.90,49378.93,17
Porter-Collins,Obesity,1,32,13984.20,13984.22,5
Porter-Dunn,Hypertension,1,57,49993.50,49993.48,3
Porter-Fisher,Diabetes,2,60,37660.00,18829.99,6
Porter-George,Cancer,1,36,23164.70,23164.69,24
Porter-Gordon,Cancer,1,28,21022.80,21022.85,18
Porter-Jackson,Arthritis,1,70,49805.10,49805.14,23
Porter-Kent,Cancer,2,69,51462.90,25731.44,13
Porter-Lucas,Asthma,1,85,39801.80,39801.80,9
Porter-Martin,Cancer,1,52,38229.20,38229.23,26
Porter-Mccormick,Cancer,1,58,4362.55,4362.55,4
Porter-Moore,Asthma,2,48,46316.40,23158.20,19
